NOME SUBTIPO DE CURSOS;CÓDIGO CURSO;CURSO;EIXO TECNOLÓGICO;MODALIDADE;CARGA HORÁRIA CURSO;SITUACAO ATIVO;CÓDIGO UNIDADE DE ENSINO;UNIDADE DE ENSINO;MUNICÍPIO;UF;CÓDIGO MUNICÍPIO
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43763;CENTRO DE ENSINO GRAU TÉCNICO - CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43763;CENTRO DE ENSINO GRAU TÉCNICO - CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43763;CENTRO DE ENSINO GRAU TÉCNICO - CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43763;CENTRO DE ENSINO GRAU TÉCNICO - CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;150;TÉCNICO EM PRODUÇÃO DE MODA;PRODUÇÃO CULTURAL E DESIGN;EDUCAÇÃO PRESENCIAL;800;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;181;TÉCNICO EM MINERAÇÃO;RECURSOS NATURAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;232039;TÉCNICO EM SOLDAGEM;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;85;TÉCNICO EM EDIFICAÇÕES;INFRAESTRUTURA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;56;TÉCNICO EM LOGÍSTICA;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;232040;TÉCNICO EM SISTEMAS DE ENERGIA RENOVÁVEL;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;37;TÉCNICO EM ELETROELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;145;TÉCNICO EM MODELAGEM DO VESTUÁRIO;PRODUÇÃO CULTURAL E DESIGN;EDUCAÇÃO PRESENCIAL;800;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1953;CENTRO DE INOVAÇÃO E TECNOLOGIA INDUSTRIAL - CITI - SENAI;CAMPINA GRANDE;PB;2504009
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;42543;CEPEP;CAMPINA GRANDE;PB;2504009
TÉCNICO;39;TÉCNICO EM ELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;42543;CEPEP;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;42543;CEPEP;CAMPINA GRANDE;PB;2504009
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12886;COMPLEXO PAULISTA DE ENSINO;CAMPINA GRANDE;PB;2504009
TÉCNICO;12;TÉCNICO EM SAÚDE BUCAL;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12886;COMPLEXO PAULISTA DE ENSINO;CAMPINA GRANDE;PB;2504009
TÉCNICO;18;TÉCNICO EM NUTRIÇÃO E DIETÉTICA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12886;COMPLEXO PAULISTA DE ENSINO;CAMPINA GRANDE;PB;2504009
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;12886;COMPLEXO PAULISTA DE ENSINO;CAMPINA GRANDE;PB;2504009
TÉCNICO;8;TÉCNICO EM ESTÉTICA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12886;COMPLEXO PAULISTA DE ENSINO;CAMPINA GRANDE;PB;2504009
TÉCNICO;174;TÉCNICO EM AGROPECUÁRIA;RECURSOS NATURAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;326;ESCOLA AGROTÉCNICA DO CAJUEIRO - UEPB;CAMPINA GRANDE;PB;2504009
TÉCNICO;53;TÉCNICO EM CONTABILIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;12473;ESCOLA ESTADUAL DE ENSINO MÉDIO E PROFISSIONALIZANTE DR ELPIDIO DE ALMEIDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;60;TÉCNICO EM SECRETARIADO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;12473;ESCOLA ESTADUAL DE ENSINO MÉDIO E PROFISSIONALIZANTE DR ELPIDIO DE ALMEIDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;12473;ESCOLA ESTADUAL DE ENSINO MÉDIO E PROFISSIONALIZANTE DR ELPIDIO DE ALMEIDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;1105;ESCOLA ESTADUAL DO ENSINO FUNDAMENTAL E MÉDIO DR. HORTÊNCIO SOUZA RIBEIRO;CAMPINA GRANDE;PB;2504009
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;1105;ESCOLA ESTADUAL DO ENSINO FUNDAMENTAL E MÉDIO DR. HORTÊNCIO SOUZA RIBEIRO;CAMPINA GRANDE;PB;2504009
TÉCNICO;68;TÉCNICO EM EVENTOS;TURISMO, HOSPITALIDADE E LAZER;EDUCAÇÃO PRESENCIAL;800;ATIVO;13413;ESCOLA NORMAL ESTADUAL PADRE EMIDIO VIANA CORREIA;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12476;ESCOLA NOSSA SENHORA DO CARMO;CAMPINA GRANDE;PB;2504009
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12476;ESCOLA NOSSA SENHORA DO CARMO;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12476;ESCOLA NOSSA SENHORA DO CARMO;CAMPINA GRANDE;PB;2504009
TÉCNICO;2;TÉCNICO EM ANÁLISES CLÍNICAS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12476;ESCOLA NOSSA SENHORA DO CARMO;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;21438;ESCOLA TECNICA NOSSA SENHORA DA CONSOLAÇÃO;CAMPINA GRANDE;PB;2504009
TÉCNICO;2;TÉCNICO EM ANÁLISES CLÍNICAS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;21438;ESCOLA TECNICA NOSSA SENHORA DA CONSOLAÇÃO;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;21438;ESCOLA TECNICA NOSSA SENHORA DA CONSOLAÇÃO;CAMPINA GRANDE;PB;2504009
TÉCNICO;7;TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;80;TÉCNICO EM TELECOMUNICAÇÕES;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;39;TÉCNICO EM ELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;69;TÉCNICO EM GUIA DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;EDUCAÇÃO PRESENCIAL;800;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;56;TÉCNICO EM LOGÍSTICA;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;172;TÉCNICO EM AGROECOLOGIA;RECURSOS NATURAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;347;ESCOLA TÉCNICA REDENTORISTA;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2577;ESCOLA VIRGEM DE LOURDES;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;13410;FACULDADE PAULISTA DE TECNOLOGIA;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;13410;FACULDADE PAULISTA DE TECNOLOGIA;CAMPINA GRANDE;PB;2504009
TÉCNICO;152;TÉCNICO EM RÁDIO E TELEVISÃO;PRODUÇÃO CULTURAL E DESIGN;EDUCAÇÃO PRESENCIAL;1000;ATIVO;13410;FACULDADE PAULISTA DE TECNOLOGIA;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;2;TÉCNICO EM ANÁLISES CLÍNICAS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;9;TÉCNICO EM FARMÁCIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;185;TÉCNICO EM ZOOTECNIA;RECURSOS NATURAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;12;TÉCNICO EM SAÚDE BUCAL;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;1;TÉCNICO EM AGENTE COMUNITÁRIO DE SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;263652;TÉCNICO EM NECROPSIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;32232;IEPB CAMPINA;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;14031;INFOGENIUS ESCOLA TÉCNICA;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;14031;INFOGENIUS ESCOLA TÉCNICA;CAMPINA GRANDE;PB;2504009
TÉCNICO;53;TÉCNICO EM CONTABILIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;14031;INFOGENIUS ESCOLA TÉCNICA;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;14031;INFOGENIUS ESCOLA TÉCNICA;CAMPINA GRANDE;PB;2504009
TÉCNICO;9;TÉCNICO EM FARMÁCIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;14031;INFOGENIUS ESCOLA TÉCNICA;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;9;TÉCNICO EM FARMÁCIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;53;TÉCNICO EM CONTABILIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;139;TÉCNICO EM DESIGN DE INTERIORES;PRODUÇÃO CULTURAL E DESIGN;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;85;TÉCNICO EM EDIFICAÇÕES;INFRAESTRUTURA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;12;TÉCNICO EM SAÚDE BUCAL;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;22126;INFOGENIUS ESCOLA TÉCNICA E PROFISSIONALIZANTE LTDA;CAMPINA GRANDE;PB;2504009
TÉCNICO;181;TÉCNICO EM MINERAÇÃO;RECURSOS NATURAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;166;TÉCNICO EM PETRÓLEO E GÁS;PRODUÇÃO INDUSTRIAL;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;34;TÉCNICO EM SECRETARIA ESCOLAR;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;85;TÉCNICO EM EDIFICAÇÕES;INFRAESTRUTURA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;47;TÉCNICO EM QUÍMICA;PRODUÇÃO INDUSTRIAL;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;CAMPINA GRANDE;PB;2504009
TÉCNICO;232034;TÉCNICO EM SERVIÇOS JURÍDICOS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;45793;INSTITUTO WISDOM;CAMPINA GRANDE;PB;2504009
TÉCNICO;65;TÉCNICO EM VENDAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;45793;INSTITUTO WISDOM;CAMPINA GRANDE;PB;2504009
TÉCNICO;1;TÉCNICO EM AGENTE COMUNITÁRIO DE SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;45793;INSTITUTO WISDOM;CAMPINA GRANDE;PB;2504009
TÉCNICO;8;TÉCNICO EM ESTÉTICA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;44166;PAULISTA CURSOS EM ESTÉTICA E BELEZA;CAMPINA GRANDE;PB;2504009
TÉCNICO;156;TÉCNICO EM CALÇADOS;PRODUÇÃO INDUSTRIAL;EDUCAÇÃO PRESENCIAL;1200;ATIVO;13214;SENAI-CENTRO DE TECNOLOGIA DO COURO E DO CALÇADO ALBANO FRANCO;CAMPINA GRANDE;PB;2504009
TÉCNICO;156;TÉCNICO EM CALÇADOS;PRODUÇÃO INDUSTRIAL;EDUCAÇÃO PRESENCIAL;1200;ATIVO;13214;SENAI-CENTRO DE TECNOLOGIA DO COURO E DO CALÇADO ALBANO FRANCO;CAMPINA GRANDE;PB;2504009
TÉCNICO;37;TÉCNICO EM ELETROELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;125;TÉCNICO EM PANIFICAÇÃO;PRODUÇÃO ALIMENTÍCIA;EDUCAÇÃO PRESENCIAL;800;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;36;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;43;TÉCNICO EM MECÂNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;48;TÉCNICO EM REFRIGERAÇÃO E CLIMATIZAÇÃO;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;77;TÉCNICO EM REDES DE COMPUTADORES;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
